City_ID,City,Country,Lat,Lng,Max Temp,Humidity (%),Cloudiness (%),Wind Speed,Current Description
190,Onalaska,US,43.8844,-91.2351,67.05,95,48,1.99,scattered clouds
191,Chapleau,CA,47.8405,-83.4034,44.22,94,100,4.9,overcast clouds
192,Port Blair,IN,11.6667,92.75,86.04,74,75,10.36,haze
193,Riyadh,SA,24.6877,46.7219,82.54,12,0,3.74,clear sky
194,Zyryanka,RU,65.75,150.85,60.55,40,87,4.23,overcast clouds
195,Bengkulu,ID,-3.8004,102.2655,81.82,70,76,12.93,light rain
196,Tiksi,RU,71.6872,128.8694,39.47,72,52,8.34,broken clouds
197,Baoro,CF,5.6667,15.9667,65.16,97,57,2.91,broken clouds
198,Plettenberg Bay,ZA,-34.0527,23.3716,73.45,27,97,19.39,overcast clouds
199,Rocha,UY,-34.4833,-54.3333,47.39,79,1,14.72,clear sky
200,Broome,US,42.2506,-75.833,61.65,79,94,1.01,overcast clouds
201,Makinsk,KZ,52.6292,70.4169,68.04,55,51,15.9,broken clouds
202,Esperance,AU,-33.8667,121.9,67.59,59,66,15.7,broken clouds
203,Gat,IL,31.61,34.7642,80.4,100,0,4.32,clear sky
204,Ghorawal,IN,24.7667,82.7833,104.22,21,4,18.19,clear sky
205,Rawson,AR,-43.3002,-65.1023,56.12,31,100,12.46,overcast clouds
206,Bundaberg,AU,-24.85,152.35,65.21,53,100,4.0,overcast clouds
207,Chiredzi,ZW,-21.05,31.6667,51.82,85,0,1.16,clear sky
208,Mandera,KE,3.9366,41.867,77.09,69,92,17.45,overcast clouds
209,Ewo,CG,-0.8725,14.8206,73.24,60,5,1.99,clear sky
210,Kuryk,KZ,43.2,51.65,76.77,36,17,4.7,few clouds
211,Buta,CD,2.7858,24.73,67.75,99,62,0.13,light rain
212,Cayenne,GF,4.9333,-52.3333,77.09,1,0,0.0,clear sky
213,Bhimunipatnam,IN,17.8833,83.4333,87.31,59,79,9.48,broken clouds
214,Bathsheba,BB,13.2167,-59.5167,81.21,78,20,23.02,few clouds
215,Harper,LR,4.375,-7.7169,77.16,83,100,5.19,light rain
216,Anju,KP,39.6178,125.6647,80.42,47,80,5.19,broken clouds
217,Lahaina,US,20.8783,-156.6825,82.4,87,21,16.93,few clouds
218,Moyo,UG,3.6609,31.7247,63.28,88,53,1.79,broken clouds
219,Porto Murtinho,BR,-21.6989,-57.8825,45.1,60,100,5.35,overcast clouds
220,Talnakh,RU,69.4865,88.3972,70.21,31,100,11.23,overcast clouds
221,Oliveira,BR,-20.6964,-44.8272,59.74,91,100,2.48,overcast clouds
222,Gisborne,NZ,-38.6533,178.0042,59.77,71,73,12.46,broken clouds
223,Yuanping,CN,38.7153,112.7575,81.57,21,21,3.33,few clouds
224,Le Port,RE,-20.9373,55.2919,69.8,66,23,3.31,few clouds
225,Avigliana,IT,45.0771,7.3986,68.47,57,17,4.97,few clouds
226,Gerede,TR,40.8008,32.1969,53.69,89,77,2.3,light rain
227,Carnarvon,AU,-24.8667,113.6333,73.0,58,43,11.12,scattered clouds
228,Castro,BR,-24.7911,-50.0119,40.41,75,88,5.55,overcast clouds
229,Irbeyskoye,RU,55.6428,95.4522,75.0,48,100,4.94,overcast clouds
230,Geraldton,AU,-28.7667,114.6,70.21,78,75,24.16,broken clouds
231,Cabo San Lucas,MX,22.8909,-109.9124,86.61,70,0,14.67,clear sky
232,Kandrian,PG,-6.2167,149.55,86.05,66,20,9.48,few clouds
233,Mahajanga,MG,-15.7167,46.3167,62.62,88,0,4.61,clear sky
234,Empalme,MX,27.9667,-110.8167,88.36,62,4,8.12,clear sky
235,Georgetown,MY,5.4112,100.3354,85.98,75,20,3.44,few clouds
236,Srednekolymsk,RU,67.45,153.6833,70.39,28,45,11.59,scattered clouds
237,Ballina,AU,-28.8667,153.5667,70.79,36,61,9.24,broken clouds
238,Te Anau,NZ,-45.4167,167.7167,40.3,96,99,5.91,light rain
239,Salinas,US,36.6777,-121.6555,69.85,84,1,3.83,clear sky
240,Saint-Augustin,CA,51.226,-58.6502,53.53,79,18,10.07,few clouds
241,Mossendjo,CG,-2.9506,12.7261,66.36,98,2,1.9,clear sky
242,Beringovskiy,RU,63.05,179.3167,37.31,75,67,8.55,broken clouds
243,Richards Bay,ZA,-28.783,32.0377,61.05,87,0,11.25,clear sky
244,Kupang,ID,-10.1667,123.5833,84.49,54,90,13.53,overcast clouds
245,Oromocto,CA,45.8351,-66.4792,62.53,82,100,6.91,overcast clouds
246,Channel-Port Aux Basques,CA,47.5702,-59.1367,51.26,88,100,2.8,overcast clouds
247,Ponnani,IN,10.767,75.9252,79.92,79,99,2.33,overcast clouds
248,Gusinoye Ozero,RU,51.1144,106.2614,75.9,29,15,7.54,few clouds
249,Bosaso,SO,11.2842,49.1816,91.67,46,21,5.44,few clouds
250,Byron Bay,AU,-28.65,153.6167,70.72,38,82,8.57,broken clouds
251,Boden,SE,65.8252,21.6886,53.6,84,93,5.61,overcast clouds
252,Woodstock,CA,43.1334,-80.7497,63.66,85,94,6.87,overcast clouds
253,Baghdad,IQ,33.3406,44.4009,76.91,36,0,5.75,clear sky
254,Luderitz,NA,-26.6481,15.1594,60.66,58,2,5.93,clear sky
255,Klaksvik,FO,62.2266,-6.589,49.12,96,99,14.65,light rain
256,Tornio,FI,65.8481,24.1466,53.62,89,64,11.63,light rain
257,Belmonte,BR,-15.8631,-38.8828,73.47,86,13,3.89,few clouds
258,Vostok,RU,46.4856,135.8833,68.63,36,1,5.39,clear sky
259,Isangel,VU,-19.55,169.2667,84.31,84,75,4.61,broken clouds
260,Erdenet,MN,49.0333,104.0833,66.36,35,0,7.94,clear sky
